RegionID,SizeRank,RegionName,RegionType,StateName,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31
394976,10,"Phoenix, AZ",msa,AZ,310250.0,313267.0,317467.0,320833.0,324167.0,326333.0,326333.0,324667.0,321600.0,319900.0,319867.0,318600.0,319600.0,320967.0,323967.0,325167.0,327167.0,330467.0,333300.0,334800.0,334167.0,335467.0,336967.0,340933.0,343967.0,347596.0,350963.0,351629.0,351333.0,349633.0,352267.0,355933.0,360967.0,363333.0,365000.0,366333.0,369633.0,374300.0,379633.0,386333.0,393333.0,404667.0,414667.0,424667.0,431633.0,439633.0,446300.0,452667.0,456300.0,462950.0,468283.0,476983.0,487000.0,501667.0,512000.0,512000.0,502333.0
394404,11,"Boston, MA",msa,MA,492633.0,489300.0,492633.0,502933.0,514933.0,524633.0,525667.0,517000.0,503967.0,496267.0,496567.0,499600.0,499300.0,497667.0,498000.0,506666.0,524666.0,541300.0,549300.0,545967.0,536000.0,531300.0,529967.0,534967.0,533333.0,531333.0,536300.0,546300.0,556600.0,566300.0,574633.0,583000.0,583300.0,586633.0,591300.0,596333.0,596333.0,593300.0,594967.0,596633.0,606333.0,616000.0,624333.0,617967.0,607967.0,604300.0,607633.0,607867.0,603167.0,608200.0,624633.0,646333.0,662667.0,676300.0,682967.0,683300.0,670000.0
395057,12,"San Francisco, CA",msa,CA,841333.0,827667.0,839667.0,864333.0,907667.0,929000.0,936000.0,921333.0,894667.0,887667.0,887667.0,889667.0,872815.0,857481.0,862448.0,884633.0,911596.0,931259.0,934592.0,922963.0,899667.0,901333.0,911333.0,918000.0,906981.0,896981.0,913648.0,936333.0,954600.0,969933.0,981267.0,997333.0,998333.0,998167.0,998167.0,997167.0,981000.0,973333.0,971333.0,986333.0,994333.0,997667.0,998667.0,997333.0,990333.0,987000.0,984667.0,975000.0,945333.0,925333.0,940667.0,1003667.0,1059333.0,1093667.0,1097000.0,1081667.0,1048667.0
395025,13,"Riverside, CA",msa,CA,370963.0,372929.0,375929.0,377967.0,382667.0,386300.0,389783.0,390116.0,389816.0,389333.0,387667.0,387277.0,385943.0,385943.0,386633.0,389967.0,394300.0,397333.0,398967.0,399600.0,399600.0,397967.0,397167.0,395833.0,395833.0,395930.0,397563.0,400646.0,401383.0,404750.0,409966.0,419933.0,429600.0,436300.0,442667.0,446333.0,449667.0,451667.0,456667.0,463333.0,474967.0,486300.0,496267.0,503300.0,508600.0,516933.0,523267.0,529967.0,533317.0,536317.0,540983.0,551000.0,564666.0,576964.0,583631.0,583298.0,578667.0
394532,14,"Detroit, MI",msa,MI,186033.0,179333.0,177667.0,183233.0,195267.0,208800.0,218833.0,222167.0,220333.0,215333.0,208333.0,203000.0,196300.0,192933.0,189900.0,193267.0,203300.0,216633.0,226633.0,229933.0,228267.0,224767.0,218133.0,209833.0,202000.0,195000.0,191667.0,194667.0,204167.0,217131.0,228465.0,235931.0,237933.0,234717.0,229750.0,224750.0,218267.0,213267.0,214933.0,221600.0,231233.0,238767.0,245433.0,247450.0,243950.0,235650.0,227333.0,216667.0,206667.0,195667.0,190633.0,194717.0,207383.0,225750.0,240000.0,248300.0,247867.0
395078,15,"Seattle, WA",msa,WA,449966.0,449966.0,461633.0,478317.0,498315.0,511648.0,519998.0,523000.0,514667.0,511333.0,510000.0,510000.0,504983.0,499983.0,509983.0,526333.0,547983.0,557967.0,558300.0,553300.0,546317.0,546300.0,546300.0,548300.0,543229.0,536562.0,540896.0,552633.0,564317.0,571650.0,580000.0,590000.0,593333.0,593333.0,588333.0,581633.0,569633.0,564617.0,571317.0,584983.0,610000.0,629833.0,646500.0,649500.0,642667.0,641000.0,633000.0,624167.0,605825.0,607492.0,631658.0,675000.0,715000.0,743083.0,753083.0,751417.0,739983.0
394865,16,"Minneapolis, MN",msa,MN,290133.0,296800.0,307100.0,314933.0,319900.0,318267.0,316600.0,313192.0,308192.0,303225.0,299996.0,299963.0,303263.0,309900.0,318267.0,324933.0,327633.0,327633.0,324333.0,321633.0,318300.0,316600.0,313267.0,313266.0,314633.0,318000.0,322967.0,326600.0,329900.0,329933.0,331267.0,331267.0,330933.0,327967.0,324333.0,319633.0,316267.0,314933.0,318300.0,323300.0,328267.0,329900.0,333233.0,335767.0,335767.0,330800.0,326600.0,321633.0,313300.0,308333.0,313333.0,329967.0,346633.0,359633.0,367750.0,371083.0,369750.0
395056,17,"San Diego, CA",msa,CA,636633.0,637967.0,646663.0,653147.0,664730.0,671067.0,674583.0,672667.0,666000.0,657667.0,651333.0,649333.0,649000.0,649000.0,649300.0,652633.0,662633.0,674300.0,680967.0,680300.0,677000.0,677300.0,676633.0,677967.0,677817.0,676117.0,676417.0,681600.0,683133.0,689500.0,697500.0,712633.0,712967.0,706633.0,699983.0,699649.0,704616.0,704633.0,713300.0,718333.0,735000.0,746333.0,761333.0,770592.0,777592.0,778926.0,784667.0,787667.0,790717.0,792050.0,805383.0,826000.0,856000.0,879333.0,895667.0,892333.0,879000.0
395148,18,"Tampa, FL",msa,FL,241267.0,241300.0,242933.0,243933.0,247233.0,250599.0,252299.0,252299.0,250600.0,249600.0,247967.0,247300.0,246633.0,246633.0,247000.0,247967.0,252933.0,258233.0,263267.0,264933.0,263300.0,261633.0,259633.0,259600.0,259567.0,259867.0,259867.0,260900.0,262633.0,265667.0,268667.0,270833.0,272833.0,275467.0,278300.0,279900.0,278567.0,276900.0,276633.0,281300.0,289600.0,299900.0,309600.0,319300.0,325967.0,331300.0,334933.0,341600.0,346567.0,351600.0,357633.0,366000.0,380667.0,396000.0,411000.0,417967.0,418267.0
394530,19,"Denver, CO",msa,CO,452983.0,459650.0,464667.0,463988.0,465655.0,465655.0,463300.0,458300.0,453300.0,450000.0,448333.0,445833.0,445500.0,447167.0,453000.0,459967.0,468267.0,471955.0,472822.0,469522.0,465500.0,461300.0,457098.0,456515.0,458182.0,464700.0,474342.0,479375.0,485392.0,485492.0,490492.0,490158.0,491300.0,487967.0,484967.0,478300.0,474933.0,476600.0,486633.0,500000.0,514967.0,528300.0,541633.0,550000.0,553333.0,556667.0,558333.0,563333.0,561667.0,568263.0,579596.0,597930.0,616333.0,633300.0,643300.0,639967.0,629967.0
395121,20,"St. Louis, MO",msa,MO,183433.0,181433.0,181600.0,185967.0,192666.0,199333.0,203333.0,204817.0,203150.0,202983.0,201467.0,201433.0,198933.0,197300.0,197333.0,203333.0,211667.0,220000.0,223300.0,222967.0,220967.0,218150.0,216783.0,215250.0,213433.0,208467.0,210088.0,215421.0,224738.0,228317.0,230950.0,232800.0,232767.0,230800.0,227967.0,224667.0,220000.0,216667.0,213333.0,211633.0,213300.0,218300.0,221333.0,219633.0,214633.0,209933.0,204967.0,198933.0,190633.0,185600.0,187967.0,197967.0,212000.0,222333.0,229000.0,230000.0,228333.0
394358,21,"Baltimore, MD",msa,MD,274014.0,267381.0,265414.0,269667.0,282667.0,294667.0,304667.0,308333.0,306666.0,303300.0,299933.0,296067.0,289400.0,281067.0,278100.0,283133.0,294500.0,307967.0,316267.0,319267.0,315967.0,309333.0,303300.0,298967.0,293967.0,288917.0,288217.0,294850.0,303233.0,310641.0,315641.0,320641.0,319933.0,316633.0,310667.0,305633.0,298933.0,293263.0,291630.0,299997.0,311667.0,325317.0,330317.0,331983.0,328333.0,326633.0,319967.0,311633.0,302667.0,297633.0,297633.0,306633.0,324967.0,341600.0,349933.0,349933.0,346633.0
394458,22,"Charlotte, NC",msa,NC,299963.0,299330.0,297663.0,297667.0,300833.0,305800.0,308448.0,307948.0,304648.0,304500.0,302467.0,302133.0,297967.0,294667.0,294967.0,296633.0,304967.0,311667.0,318300.0,316633.0,313283.0,308950.0,305583.0,302267.0,299967.0,299333.0,299333.0,302333.0,305667.0,311875.0,317208.0,323708.0,325642.0,323975.0,321058.0,319583.0,316583.0,318000.0,321300.0,329300.0,338300.0,345000.0,350000.0,351633.0,351633.0,354967.0,359667.0,363000.0,363000.0,361633.0,361633.0,366633.0,376667.0,389667.0,397967.0,399600.0,398267.0
394943,23,"Orlando, FL",msa,FL,272633.0,272783.0,273783.0,275450.0,280633.0,285600.0,288933.0,289900.0,289267.0,287633.0,285000.0,283967.0,282300.0,281633.0,280666.0,283666.0,287950.0,293613.0,296947.0,299297.0,299300.0,298188.0,294855.0,294522.0,295300.0,296900.0,295900.0,296233.0,296333.0,296333.0,296333.0,298000.0,299633.0,299966.0,299966.0,299966.0,299933.0,299267.0,298967.0,300633.0,307967.0,318267.0,329966.0,339633.0,346300.0,351300.0,356600.0,359967.0,361633.0,364967.0,373133.0,386133.0,399500.0,413000.0,423333.0,428331.0,428665.0
395055,24,"San Antonio, TX",msa,TX,259000.0,257667.0,256333.0,256667.0,260667.0,265633.0,268933.0,269767.0,268100.0,266433.0,263233.0,261433.0,259467.0,258030.0,258197.0,261530.0,267967.0,272933.0,274933.0,273967.0,271975.0,268642.0,265186.0,263844.0,263724.0,264813.0,266346.0,269767.0,274466.0,277966.0,282300.0,285800.0,288800.0,287833.0,284500.0,279833.0,276500.0,275000.0,278333.0,280000.0,284667.0,286333.0,293000.0,300000.0,306666.0,310000.0,308750.0,305417.0,303717.0,304967.0,309933.0,314967.0,323300.0,333333.0,343333.0,348333.0,349444.0
394998,25,"Portland, OR",msa,OR,431633.0,433300.0,436300.0,438333.0,448000.0,455000.0,459333.0,456300.0,450300.0,445633.0,443967.0,444967.0,446300.0,444633.0,444600.0,444900.0,448267.0,449933.0,449933.0,449600.0,446967.0,443667.0,438667.0,434667.0,434333.0,436000.0,442333.0,445967.0,449600.0,451600.0,456633.0,460000.0,461633.0,461633.0,464958.0,468324.0,471658.0,471667.0,473333.0,475766.0,485699.0,499609.0,513810.0,522210.0,524967.0,526633.0,527967.0,527967.0,524633.0,524267.0,527600.0,537300.0,549083.0,562417.0,572417.0,576300.0,571300.0
395045,26,"Sacramento, CA",msa,CA,425150.0,425317.0,429983.0,434667.0,443000.0,446667.0,450000.0,449500.0,446133.0,442467.0,437717.0,436083.0,435417.0,437000.0,441667.0,448263.0,456930.0,465496.0,471567.0,476233.0,476333.0,476000.0,471333.0,469000.0,467667.0,467667.0,470000.0,473300.0,478300.0,483267.0,486600.0,492933.0,495967.0,502333.0,502633.0,506300.0,503300.0,510000.0,515000.0,523333.0,533333.0,541667.0,555000.0,563333.0,568333.0,566333.0,564333.0,565667.0,569000.0,575333.0,585633.0,597633.0,609967.0,618333.0,623000.0,614633.0,605925.0
394775,27,"Las Vegas, NV",msa,NV,281267.0,283262.0,286262.0,287928.0,291267.0,298300.0,305833.0,310833.0,312500.0,312065.0,312065.0,310365.0,309633.0,306300.0,303000.0,300000.0,302333.0,305667.0,309667.0,310667.0,310667.0,310000.0,309996.0,309996.0,309997.0,311313.0,314313.0,317646.0,319633.0,319967.0,321600.0,323967.0,326967.0,328667.0,329667.0,330000.0,329997.0,329963.0,331630.0,338263.0,349929.0,363263.0,376600.0,387967.0,396300.0,404667.0,413333.0,423300.0,429633.0,436633.0,443333.0,453667.0,463333.0,473333.0,478280.0,476580.0,469580.0
394982,28,"Pittsburgh, PA",msa,PA,163333.0,163000.0,163000.0,166300.0,169967.0,174933.0,177967.0,177933.0,174633.0,171600.0,169933.0,168249.0,165783.0,164116.0,165217.0,169217.0,174217.0,179800.0,183967.0,185667.0,185333.0,183833.0,182133.0,179133.0,176600.0,174967.0,177967.0,182967.0,187933.0,192933.0,196300.0,199667.0,199967.0,199967.0,199933.0,199433.0,197100.0,196450.0,196950.0,200950.0,208267.0,214933.0,219767.0,216467.0,213133.0,209417.0,206083.0,201433.0,194983.0,191317.0,190000.0,193633.0,203633.0,212967.0,219633.0,219967.0,217300.0
394355,29,"Austin, TX",msa,TX,360816.0,359116.0,360083.0,362567.0,367600.0,370717.0,372084.0,371751.0,367333.0,362663.0,356330.0,353329.0,349666.0,347047.0,347048.0,352381.0,362665.0,368662.0,368078.0,363743.0,359413.0,357997.0,354667.0,354667.0,351667.0,352667.0,356300.0,364633.0,371967.0,378300.0,383400.0,391400.0,396400.0,401298.0,406632.0,408522.0,413423.0,413423.0,419900.0,430000.0,450000.0,469560.0,484560.0,492560.0,497667.0,501317.0,505967.0,509300.0,507760.0,507443.0,519442.0,543998.0,569998.0,588300.0,596300.0,594300.0,579667.0
394466,30,"Cincinnati, OH",msa,OH,192667.0,189333.0,192567.0,199233.0,211233.0,221300.0,226633.0,226633.0,223300.0,221600.0,218233.0,216233.0,212900.0,211233.0,214900.0,222567.0,232267.0,237267.0,239633.0,238300.0,234950.0,229950.0,226608.0,223325.0,221625.0,218300.0,220200.0,225200.0,235200.0,243267.0,248267.0,249900.0,248267.0,244933.0,238300.0,232300.0,225667.0,222000.0,221333.0,224633.0,233300.0,241633.0,248300.0,248300.0,246600.0,244967.0,243267.0,240967.0,234300.0,230667.0,229667.0,237667.0,247667.0,257667.0,261333.0,263333.0,261633.0
394735,31,"Kansas City, MO",msa,MO,226950.0,228583.0,232117.0,238467.0,244833.0,247967.0,249300.0,247350.0,244050.0,244050.0,246667.0,250000.0,251967.0,254933.0,263233.0,269933.0,276600.0,277500.0,276592.0,271625.0,265425.0,261333.0,259167.0,259500.0,261167.0,264967.0,271600.0,276600.0,281633.0,285333.0,290333.0,291325.0,287633.0,280966.0,275141.0,271800.0,268467.0,269967.0,271667.0,271667.0,268333.0,265000.0,265000.0,263333.0,258333.0,253333.0,250000.0,248333.0,244667.0,241333.0,244667.0,253333.0,268333.0,279667.0,288000.0,289333.0,284667.0
394492,32,"Columbus, OH",msa,OH,226333.0,225000.0,228300.0,233267.0,241567.0,249600.0,255283.0,256983.0,253950.0,250933.0,245900.0,242567.0,239250.0,237583.0,240283.0,247533.0,257567.0,262900.0,263000.0,261300.0,256633.0,253266.0,246600.0,243233.0,239900.0,239900.0,243233.0,246600.0,253300.0,259967.0,268183.0,271183.0,268717.0,262088.0,256721.0,252521.0,247267.0,241300.0,239667.0,244967.0,254967.0,262967.0,269667.0,273000.0,273300.0,268933.0,263933.0,257300.0,253300.0,249933.0,254900.0,264933.0,281600.0,293300.0,304967.0,308283.0,308265.0
394705,33,"Indianapolis, IN",msa,IN,189942.0,190775.0,195767.0,203075.0,213908.0,223942.0,233300.0,234933.0,229933.0,224933.0,219966.0,216633.0,211633.0,210950.0,215950.0,222617.0,231300.0,236267.0,238700.0,237667.0,234333.0,231567.0,226267.0,222967.0,219967.0,219633.0,221300.0,224667.0,231333.0,237317.0,243950.0,247583.0,247767.0,242800.0,236167.0,230000.0,223333.0,218333.0,216667.0,223300.0,231633.0,238300.0,243300.0,246600.0,249600.0,249300.0,247633.0,244300.0,237933.0,235633.0,239267.0,249300.0,261633.0,271633.0,279967.0,281600.0,279967.0
394475,34,"Cleveland, OH",msa,OH,157933.0,156300.0,156600.0,159967.0,165800.0,171000.0,175500.0,177333.0,177133.0,175633.0,173633.0,171967.0,170600.0,169900.0,171600.0,174933.0,179933.0,184900.0,188267.0,188300.0,185833.0,182467.0,179883.0,175717.0,173500.0,171083.0,174383.0,176600.0,181500.0,184867.0,191533.0,196600.0,198267.0,194133.0,187500.0,182167.0,177000.0,173633.0,172300.0,174967.0,181633.0,189633.0,195967.0,198567.0,195533.0,189200.0,184933.0,179967.0,176600.0,171300.0,169300.0,173817.0,180817.0,191117.0,196633.0,201633.0,201633.0
395059,35,"San Jose, CA",msa,CA,1036781.0,1036833.0,1068500.0,1122633.0,1171967.0,1190633.0,1198333.0,1195000.0,1170333.0,1150981.0,1121631.0,1102048.0,1055067.0,1038417.0,1051885.0,1101551.0,1143218.0,1167333.0,1167667.0,1142650.0,1115650.0,1099281.0,1098631.0,1082631.0,1049332.0,1046666.0,1082314.0,1147315.0,1183315.0,1197333.0,1198983.0,1199317.0,1199317.0,1199000.0,1199000.0,1199000.0,1195333.0,1194000.0,1194333.0,1214333.0,1235650.0,1260650.0,1273983.0,1271000.0,1262333.0,1249833.0,1249500.0,1232833.0,1228963.0,1244796.0,1307796.0,1361492.0,1412325.0,1441325.0,1457667.0,1440667.0,1399000.0
394902,36,"Nashville, TN",msa,TN,327667.0,327333.0,327333.0,327633.0,332933.0,334933.0,336600.0,333267.0,328267.0,324933.0,322467.0,322466.0,320800.0,318783.0,319450.0,321209.0,327392.0,333059.0,337967.0,337933.0,334900.0,331433.0,329767.0,328133.0,326633.0,323333.0,324000.0,327000.0,333500.0,339500.0,344833.0,348333.0,351633.0,351633.0,351633.0,349317.0,346650.0,344650.0,348633.0,357633.0,369600.0,381267.0,391597.0,399963.0,401661.0,404964.0,409631.0,416300.0,418000.0,419967.0,424967.0,439933.0,461633.0,482967.0,496333.0,499633.0,499633.0
395194,37,"Virginia Beach, VA",msa,VA,248467.0,246833.0,246500.0,247833.0,252667.0,258133.0,264750.0,266583.0,266583.0,263300.0,261557.0,258377.0,256710.0,256453.0,257967.0,262967.0,269633.0,276300.0,279300.0,277967.0,275417.0,272383.0,270683.0,269900.0,269933.0,269963.0,269997.0,272163.0,276483.0,282467.0,288633.0,292650.0,294833.0,293167.0,289133.0,283772.0,277088.0,272788.0,269650.0,272967.0,276300.0,282967.0,284667.0,286333.0,283333.0,281667.0,280000.0,279667.0,278000.0,276333.0,279667.0,288000.0,301300.0,311600.0,318267.0,319967.0,319333.0
395005,38,"Providence, RI",msa,RI,299900.0,299683.0,299683.0,303017.0,311567.0,321267.0,327633.0,329300.0,329600.0,329900.0,328233.0,324900.0,321567.0,319767.0,321783.0,326817.0,333617.0,341600.0,346267.0,349600.0,349300.0,347933.0,344600.0,341267.0,338967.0,337000.0,337300.0,340967.0,346267.0,351267.0,354900.0,361267.0,364633.0,364633.0,358267.0,353233.0,349900.0,349900.0,354933.0,361600.0,369967.0,374933.0,384750.0,393050.0,399417.0,397967.0,397667.0,394633.0,392633.0,389600.0,392933.0,396567.0,404900.0,413267.0,424967.0,430000.0,431633.0
394714,39,"Jacksonville, FL",msa,FL,266633.0,268200.0,271533.0,274867.0,278633.0,281933.0,281967.0,280933.0,277600.0,274267.0,271267.0,269600.0,269600.0,269933.0,271600.0,274267.0,278800.0,283800.0,286967.0,287433.0,284133.0,281600.0,279133.0,278450.0,278450.0,279250.0,282100.0,285433.0,288633.0,291467.0,294167.0,297000.0,297000.0,295967.0,291633.0,287300.0,282333.0,282333.0,283333.0,288000.0,293000.0,301333.0,308333.0,314967.0,318300.0,321633.0,323333.0,326667.0,327667.0,331000.0,335000.0,346667.0,361333.0,377000.0,388750.0,394083.0,392750.0
394862,40,"Milwaukee, WI",msa,WI,221300.0,219600.0,219933.0,227967.0,237267.0,245600.0,252567.0,255933.0,255900.0,252567.0,249567.0,247900.0,247900.0,248267.0,254933.0,261600.0,269900.0,273233.0,274900.0,274900.0,273233.0,268233.0,261600.0,254933.0,248267.0,244900.0,244933.0,254633.0,263000.0,272967.0,276633.0,282967.0,276333.0,262667.0,239633.0,226267.0,219900.0,221600.0,226600.0,234933.0,246567.0,258233.0,264900.0,261567.0,251567.0,239600.0,229600.0,221300.0,211632.0,204965.0,199932.0,204933.0,214967.0,228333.0,239967.0,248267.0,251583.0
394935,41,"Oklahoma City, OK",msa,OK,212497.0,212160.0,213797.0,215597.0,218600.0,220467.0,221133.0,221133.0,221617.0,222617.0,222870.0,223520.0,223403.0,224783.0,224817.0,228300.0,232983.0,237950.0,239367.0,238717.0,236083.0,234667.0,234000.0,235967.0,237600.0,239233.0,241582.0,244915.0,248248.0,249933.0,251200.0,251200.0,249867.0,248200.0,245900.0,245533.0,242616.0,239916.0,241317.0,243331.0,248331.0,246963.0,244967.0,242498.0,240831.0,239998.0,238833.0,238800.0,240300.0,240600.0,242300.0,244933.0,249967.0,254967.0,260000.0,261667.0,263000.0
